name,facts,description,icon,type,weapon_type,professions,slot,flags,id,chat_link
Shred,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|400,A basic melee knockback.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2446,[&Bo4JAAA=]
Fire Bolt,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1.5,A basic projectile attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2498,[&BsIJAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|140,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2503,[&BscJAAA=]
Lunge,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|360|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8,A lunging melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2504,[&BsgJAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|140|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2505,[&BskJAAA=]
Fire Blast,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|4|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|10|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240,A targeted area attack.,https://render.guildwars2.com/file/755303C9C50299D8E3F7166B6C23EA18D20B3644/103067.png,,,,,,2760,[&BsgKAAA=]
Hit,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|140|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2783,[&Bt8KAAA=]
Glue Shot,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|700|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/397A613651BFCA2832B6469CE34735580A2C120E/102844.png|1|Immobile|Unable to move; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/070325E519C178D502A8160523766070D30C0C19/102838.png|1|Crippled|Movement speed decreased by 50%; stacks duration.|1|Glue Puddle Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|6|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240,"Coat the target area with a glue puddle that immobilizes foes on impact, then cripples foes that remain within.",https://render.guildwars2.com/file/AA05DE91B26C2926046495CE0293966A3C1EA492/103187.png,,,,,,2784,[&BuAKAAA=]
Eye Beam,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1000|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15,A damaging beam attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2800,[&BvAKAAA=]
Tentacle Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|120|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2804,[&BvQKAAA=]
Shoot,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|120|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15,A melee blowout.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2806,[&BvYKAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|120|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2823,[&BgcLAAA=]
Throw Axe,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|500|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10,A basic projectile attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2824,[&BggLAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|800|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15,A lunging melee attack.,https://render.guildwars2.com/file/C245443EDDB8456F4926982F013F2820510D58CE/102762.png,,,,,,2839,[&BhcLAAA=]
Paw Swipe,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130,A basic melee attack.,https://render.guildwars2.com/file/C245443EDDB8456F4926982F013F2820510D58CE/102762.png,,,,,,2843,[&BhsLAAA=]
Brutal Mauling,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12,A heavy melee attack.,https://render.guildwars2.com/file/C245443EDDB8456F4926982F013F2820510D58CE/102762.png,,,,,,2845,[&Bh0LAAA=]
Jab,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|120|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|5,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2871,[&BjcLAAA=]
Bite,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130,A basic melee attack.,https://render.guildwars2.com/file/0917C0B5F14C0140109E99F477DD322FD7040109/103130.png,,,,,,2879,[&Bj8LAAA=]
Eye Blast,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|240|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8,A basic melee attack.,https://render.guildwars2.com/file/BB0C59CF6E5950734FD64F920FC1FD92FD0C0845/103090.png,,,,,,2880,[&BkALAAA=]
Petrifying Gaze,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|350|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15,A gaze that petrifies targets.,https://render.guildwars2.com/file/BB0C59CF6E5950734FD64F920FC1FD92FD0C0845/103090.png,,,,,,2881,[&BkELAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130,A basic melee attack.,https://render.guildwars2.com/file/C245443EDDB8456F4926982F013F2820510D58CE/102762.png,,,,,,2904,[&BlgLAAA=]
Swoop,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|250|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|3,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2905,[&BlkLAAA=]
Shred,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|250|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8,A basic melee knockback.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2907,[&BlsLAAA=]
Thump,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|300|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20,An area blowout.,https://render.guildwars2.com/file/7594FAA56F64B7BE7668E8F804F1BBFC01DDEDB0/102822.png,,,,,,2919,[&BmcLAAA=]
Lunge,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12,A lunging melee attack.,https://render.guildwars2.com/file/523149DCD3F80243760B0909B8A00C1AD81966F7/103032.png,,,,,,2920,[&BmgLAAA=]
Charge,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1000|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|4,A charging knockback.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2922,[&BmoLAAA=]
Oakheart Swipe,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|250|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|3,A basic melee knockback.,https://render.guildwars2.com/file/7594FAA56F64B7BE7668E8F804F1BBFC01DDEDB0/102822.png,,,,,,2924,[&BmwLAAA=]
Vomit,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|150|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20,Creates a pulsing area attack.,https://render.guildwars2.com/file/BB0C59CF6E5950734FD64F920FC1FD92FD0C0845/103090.png,,,,,,2937,[&BnkLAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|120,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2939,[&BnsLAAA=]
Rock Shards,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1000|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|5,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,2961,[&BpELAAA=]
Bite,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|250,A basic melee attack.,https://render.guildwars2.com/file/F20A7D6B7FB71D520B4643CF120AF6A50DF7A2B0/102914.png,,,,,,2962,[&BpILAAA=]
Jab,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130,A basic melee attack.,https://render.guildwars2.com/file/523149DCD3F80243760B0909B8A00C1AD81966F7/103032.png,,,,,,3032,[&BtgLAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|2,A basic melee attack.,https://render.guildwars2.com/file/C245443EDDB8456F4926982F013F2820510D58CE/102762.png,,,,,,3080,[&BggMAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130,A basic melee attack.,https://render.guildwars2.com/file/C245443EDDB8456F4926982F013F2820510D58CE/102762.png,,,,,,3096,[&BhgMAAA=]
Diseased Bite,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|150|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|5,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,3101,[&Bh0MAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|150,A basic melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,3102,[&Bh4MAAA=]
Screech,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|300|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20,An area daze.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,3103,[&Bh8MAAA=]
Frost Spit,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|2000,A basic projectile attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,3717,[&BoUOAAA=]
Buff Passive Oakheart,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|300,,https://render.guildwars2.com/file/E80C3E576DF7F10F0D0506C93429D314EBBD6FBF/103058.png,,,,,,3777,[&BsEOAAA=]
Maul,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12,A basic melee knockback.,https://render.guildwars2.com/file/523149DCD3F80243760B0909B8A00C1AD81966F7/103032.png,,,,,,3786,[&BsoOAAA=]
Lunge,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12,A lunging melee attack.,https://render.guildwars2.com/file/523149DCD3F80243760B0909B8A00C1AD81966F7/103032.png,,,,,,3787,[&BssOAAA=]
Jab,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130,A basic melee attack.,https://render.guildwars2.com/file/523149DCD3F80243760B0909B8A00C1AD81966F7/103032.png,,,,,,3788,[&BswOAAA=]
Frozen Burst,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|228|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15,Detonate a burst of ice that immobilizes nearby foes.,https://render.guildwars2.com/file/C13AA7EC94200C0E7E24C4E47164183991107EA4/103243.png,,,,,,3789,[&Bs0OAAA=]
Frozen Burst,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.4|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|3|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Blast,Detonate a burst of ice that chills nearby foes.,https://render.guildwars2.com/file/C13AA7EC94200C0E7E24C4E47164183991107EA4/103243.png,Weapon,Dagger,Elementalist,Weapon_3,NoUnderwater,5487,[&Bm8VAAA=]
Lightning Whip,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|240|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|2|0.63|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3,Lash your foe with lightning.,https://render.guildwars2.com/file/AD9670FD92547F6254DFA9CC6BF3B49845DF0C07/102901.png,Weapon,Dagger,Elementalist,Weapon_1,NoUnderwater,5489,[&BnEVAAA=]
Comet,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|25|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.75|Daze|Time|https://render.guildwars2.com/file/9AE125E930C92FEA0DD99E7EBAEDE4CF5EC556B6/433474.png|2|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Blast|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Drop a comet of ice on target foe, damaging and dazing foes in the area.",https://render.guildwars2.com/file/CE2D206242C6DDB571784315ABF4B51CBAC090A9/103319.png,Weapon,Focus,Elementalist,Weapon_5,NoUnderwater,5490,[&BnIVAAA=]
Fireball,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.4|Radius|Radius|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|1|Burning|Deals damage every second; stacks intensity.|1,Cast a fireball that explodes on impact and hits multiple foes.,https://render.guildwars2.com/file/E57B9C0358A6B1CE4631E336D22614E9E544DD4B/102965.png,Weapon,Staff,Elementalist,Weapon_1,NoUnderwater,5491,[&BnMVAAA=]
Fire Attunement,,"Attune to fire, gaining heavy damage and burning abilities.",https://render.guildwars2.com/file/1C91E9C799469ACC6EAF1ACD4B0AD8ACAB0C69A2/103035.png,Profession,None,Elementalist,Profession_1,,5492,[&BnQVAAA=]
Water Attunement,,"Attune to water, gaining superior support and healing abilities.",https://render.guildwars2.com/file/737E1B9F7855B9F5D3DE1C990CD42118EF3D1C92/102820.png,Profession,None,Elementalist,Profession_2,,5493,[&BnUVAAA=]
Air Attunement,,"Attune to air, gaining heavy damage and control abilities.",https://render.guildwars2.com/file/4857F59020DE3B0950B9C91F3D234A1C1932984A/103048.png,Profession,None,Elementalist,Profession_3,,5494,[&BnYVAAA=]
Earth Attunement,,"Attune to earth, gaining superior damage-over-time and defensive abilities.",https://render.guildwars2.com/file/4B8056D9BD080DC8E74AE6A57B2B383A2D4265C9/102870.png,Profession,None,Elementalist,Profession_4,,5495,[&BncVAAA=]
Drake's Breath,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|400|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|5|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|4|0.4|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|4|0.8|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|4|Burning|Deals damage every second; stacks intensity.|4|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,Spray a cone of fire at foes while on the move.,https://render.guildwars2.com/file/C87956461091440D784C4038510316AAAD7B63E8/103096.png,Weapon,Dagger,Elementalist,Weapon_2,NoUnderwater,5496,[&BngVAAA=]
